7.64,6.488,747.345
843.128,31.619,1634.531
410.431,7.147,1713.42
2.139,5.151,547.286
7.954,10.569,790.42
3.062,5.395,511.987
1260.297,6.802,933.714
6042.198,70.939,1668.072
2.231,4669.389,595.713
531.545,2455.012,1397.376
668.915,9.728,787.387
5.014,97.196,1095.919
2.474,5.519,1073.488
3.43,666.89,1154.312
6033.34,5.661,1248.004
467.357,8.444,1444.449
3579.689,6.142,813.998
1696.616,806.62,1844.323
1.999,5.051,528.769
2311.467,334.375,1227.207
1.763,43.258,1133.355
1982.735,6.229,1484.379
675.531,6.06,1049.652
5.972,6.255,657.705
1.975,5.977,489.663
2.957,4.791,526.426
1.639,6.392,716.313
1.42,2713.917,1424.674
2395.563,6142.896,1925.765
2.837,5.455,780.025
2.236,2730.829,512.625
1.766,4.658,755
2.724,2760.993,1775.026
2745.525,10.012,1155.098
411.807,7.267,526.575
2301.88,2796.888,2057.72
1.694,7.462,922.431
2422.514,17.989,1455.496
5.489,7820.904,917.386
2.209,7.137,883.252
3.849,4.909,1233.668
1.703,4.58,1147.875
1.736,4.804,857.69
4.589,5.104,1435.462
413.22,5.694,1141.534
8.005,4588.71,1130.42
1.713,5.775,545.737
425.207,8.003,546.95
667.155,4.806,1323.594
314.703,7.221,1791.288
2.192,48.013,617.564
1.886,4.979,687.533
1.528,4.783,942.433
1.703,5.638,459.982
494.308,312.989,1235.483
3.53,104.724,1717.623
2512.749,2181.408,1333.213
1.752,2597.425,1389.576
3587.256,6.205,845.804
1.728,5.955,740.83
2.366,6.616,730.825
1949.647,5372.037,1617.896
1057.821,5.755,828.143
2453.567,1720.674,2099.664
2.339,5.435,781.148
1.932,4.852,933.339
1.675,5.084,851.666
1.816,4.645,1471.605
2.036,4.751,537.629
1.843,6.351,517.544
1.714,4.846,691.645
2.317,5.721,781.638
1.674,4.824,462.096
366.034,5.571,893.15
1.724,4.598,724.136
2.159,2553.739,643.681
1.65,5.085,530.85
2.647,5.667,877.227
1.938,4.974,681.058
2.116,5.617,829.964
1760.325,7.756,1260.349
1.948,4.628,564.392
1.666,4.663,926.192
1.982,4.898,609.387
2.628,5.653,818.036
1.697,6.499,870.66
2.217,4.775,541.881
2.191,4.72,934.63
2.16,6.005,675.917
3.07,5.492,791.692
686.162,651.347,1311.844
1.663,4.912,522.482
1.99,4.907,521.76
1458.886,161.801,1291.823
3.465,5.653,755.963
656.857,720.187,1263.074
4.03,6.845,613.2
2.236,7.116,517.911
1158.576,1091.176,1206.838
1.988,4.818,641.75
1.642,6.619,677.808
2.113,5.856,502.397
93.539,196.397,857.604
1.706,4.988,650.856
1971.797,1911.531,1568.405
2.193,4.821,547.312
2.235,4.694,560.434
2.107,6.52,642.526
2.239,4.688,503.262
2.166,4.759,943.735
1.679,5.717,739.145
1.936,5.721,500.39
1376.731,6.548,1312.737
1.775,5.03,461.789
1.836,5.687,622.416
2.252,4.754,533.522
1.895,5.861,738.356
2.214,5.259,530.66
1.982,4.853,512.326
1.743,6.831,746.331
2.147,5.059,675.404
1.565,5.632,533.305
2.259,5.067,483.178
1.69,6.756,582.572
2.251,4.831,487.573
1.929,4.881,515.526
2.03,4.97,479.265
1.839,6.609,627.466
1.672,5.372,555.064
1.958,5.159,505.101
2.666,6.673,536.514
2.24,6.18,677.222
1.958,4528.027,801.693
2.636,6.75,732.389
3.21,5.669,726.843
2.181,6.952,526.278
1.909,4.859,526.275
2.01,5.714,838.846
2.268,5.525,957.755
2.221,4.743,514.28
2.66,6.926,676.212
3.615,5.405,900.699
3.57,6.521,459.971
2.387,5.841,665.616
1.645,4.847,729.289
3.552,7.37,913.9
2.083,5.73,545.38
2.224,8.836,922.078
1.928,6.557,561.643
2.192,6.774,505.884
1.647,5.762,554.093
2.061,6.938,506.43
1.707,5.723,512.841
3.491,7.291,567.008
1.755,5.624,523.465
1.923,5.623,696.189
2.061,9.594,552.962
2.654,7.624,468.168
2.221,6.15,531.813
2.061,6.527,697.318
2.11,4.936,632.957
1.657,4.777,687.888
2.06,4.875,577.166
2.236,6.29,533.444
1.718,6.617,541.374
2.1,4.815,534.564
2.104,6.92,492.051
1.694,5.782,543.081
1.637,4.967,969.543
2.968,6.974,561.804
1.686,5.664,512.13
1.716,4.912,591.176
2.07,6.365,923.28
1.674,5.766,519.034
1.789,5.633,480.938
2.153,4.9,694.472
1.959,4.824,509.146
1.667,4.889,586.774
1.713,5.787,577.952
1.991,4.848,569.9
1.671,5.402,940.087
1.619,6.623,564.51
3.548,4.77,1481.827
1.933,4.887,652.326
2.219,4.642,535.454
2.223,4.727,564.151
1.985,4.906,588.227
1.68,5.062,485.66
1.925,4.813,619.882
1.652,5.469,721.743
2.156,4.675,489.164
2.196,6.276,656.821
1.935,4.76,737.143
2.14,5.879,763.836
2.077,6.266,782.55
1.926,4.887,750.82
1.705,4.87,570.364
2.143,4.853,532.099
2.195,4.781,500.091
2.159,7.042,502.85
2.206,4.765,761.144
2.227,4.698,491.186
2.149,5.015,613.212
2.171,4.726,528.642
1.889,5.2,721.605
2.132,4.763,526.291
1.985,4.864,753.461
2.146,4.679,639.6
1.701,4.913,683.979
1.941,4.848,520.009
1.642,4.818,728.654
2.196,4.746,589.274
2.176,4.731,582.565
2.142,6.476,583.599
1.981,4.822,622.705
2.149,5.9,578.11
1.713,4.906,757.766
2.218,5.789,914.698
2.117,4.762,537.325
1.725,4.843,598.142
1.716,4.769,652.21
3.182,5.744,921.571
2.201,5.706,654.915
1.917,4.867,561.944
1.966,4.995,767.393
1.967,4.866,919.726
1.952,6.313,541.017
2.45,5.681,719.566
2.138,5.938,564.311
1.693,5.053,564.204
2.214,5.233,502.589
2.236,4.673,468.878
3.128,5.423,892.078
1.712,5.485,550.436
3.994,5.829,833.661
2.18,4.611,723.804
2.155,6.352,757.149
1.654,4.696,765.491
2.175,5.903,546.811
1.637,5.6,709.572
2.081,5.882,668.769
2.201,6.827,520.054
2.003,4.84,638.105
3.088,5.461,727.315
2.89,7.401,518.14
2.215,5.115,925.445
2.162,4.622,655.487
2.235,5.888,639.406
2.174,6.446,644.844
3.652,5.626,819.583
1.668,5.582,528.376
3.492,5.054,1188.134
1.63,5.42,513.743
2.24,4.797,738.103
1.975,6.832,545.768
1.973,5.699,549.877
1.971,5.09,424.953
1.742,6.761,539.115
1.954,5.957,491.077
2.202,7.188,630.46
1.832,6.556,692.187
1.912,5.492,444.545
2.175,4.961,709.715
1.693,4.895,543.513
2.172,5.677,731.969
1.926,4.857,769.572
2.016,6.648,586.308
2.208,5.898,525.73
1.89,4.83,715.132
2.199,4.529,535.234
2.256,5.125,758.489
1.917,5.802,483.96
1.962,5.428,771.157
2.208,4.622,510.001
1.972,5.901,616.757
2.16,4.877,573.418
1.828,4.932,809.156
1.704,5.742,559.758
1.983,7.113,589.705
1.91,4.828,785.93
1.712,5.086,807.991
2.211,4.593,777.934
2.191,7.08,719.24
1.73,5.845,780.797
1.957,7.236,712.316
2.256,5.238,553.115
2.15,4.6,726.997
2.181,4.856,604.833
2.159,4.722,536.592
2.25,5.006,750.012
2.191,4.575,733.29
2.215,7.08,486.975
1.731,5.733,723.449
1.924,5.255,694.187
1.707,5.033,477.486
1.906,4.756,578.58
2.146,4.968,530.636
2.164,8.308,603.944
2.181,4.526,681.847
2.082,10.005,470.409
1.776,4.772,464.861
2.079,4.552,641.359
2.084,6.117,754.569
2.157,5.865,513.803
2.12,8.27,772.474
1.732,5.697,553.951
2.093,4.528,549.828
2.142,6.439,476.109
1.956,4.771,475.907
2.202,7.152,557.036
1.938,5.318,544.962
2.263,4.843,546.155
2.147,4.705,757.443
1.79,5.955,835.7
1.743,5.454,523.037
2.107,4.837,553.387
2.185,5.891,632.545
1.957,4.724,596.409
2.125,6.359,533.033
2.145,4.756,565.036
2.213,4.798,724.048
2.156,5.833,521.246
2.123,4.777,746.863
2.117,4.599,589.327
2.189,5.971,523.077
1.985,4.688,464.304
2.206,5.826,737.822
2.213,4.84,478.081
2.142,5.053,468.967
2.103,4.585,725.734
2.072,4.939,505.137
2.086,4.576,723.697
2.119,8.308,757.596
2.201,4.696,799.237
2.195,4.81,679.696
1.938,4.83,756.254
1.923,4.834,659.024
2.125,4.767,721.748
2.156,5.782,724.046
1.998,5.421,462.472
1.909,4.791,504.145
2.093,5.922,739.392
2.189,4.562,657.487
2.107,6.275,467.932
2.104,4.602,735.092
2.876,5.407,708.766
1.957,4.824,519.77
1.639,4.792,470.739
48.005,89.746,1273.251
1.792,5.032,698.497
1.741,6.743,468.451
1.61,5.705,587.151
2.193,4.617,750.195
2.066,5.911,587.948
2.059,4.839,466.906
1.919,4.801,737.311
1.622,5.851,809.823
2.232,5.11,653.768
2.056,5.131,688.892
1.694,5.949,900.321
2.171,4.591,695.575
2.181,5.026,472.069
2.088,4.598,930.569
2.183,4.566,652.398
2.229,4.864,746.553
1.702,5.493,744.784
2.104,5.065,492.733
2.03,5.15,503.616
1.897,5.091,942.084
2.174,5.914,915.555
4.112,5.126,1522.417
2.685,7.412,545.094
2.056,6.863,754.129
1.701,4.924,564.222
1.922,4.606,1138.429
2.228,6.175,481.413
2.094,5.017,739.224
2.094,4.531,759.725
2.016,6.347,697.827
1.933,4.818,657.688
1.943,6.74,589.581
2.216,7.146,487.792
2.194,4.808,501.426
3.845,5.82,871.603
2.218,4.914,547.239
2.248,5.126,712.431
1.955,5.074,489.628
2.115,4.523,566.531
2.165,6.371,659.633
1.999,4.997,573.752
1.895,6.821,942.821
2.092,5.771,765.951
1.839,5.062,724.182
2.919,7.487,455.346
1.651,4.583,821.661
2.194,7.174,490.591
1.941,6.385,536.34
1.719,5.619,722.693
2.17,4.709,476.489
2.254,4.661,548.099
2.171,4.581,730.729
2.232,4.792,715.595
2.155,4.64,544.594
2.272,5.105,604.652
2.149,4.647,665.7
2.06,4.966,718.337
2.143,4.602,543.386
2.099,4.772,708.096
2.239,4.87,700.845
2.102,4.734,520.633
2.182,4.921,733.064
1.661,4.835,562.244
2.209,5.058,784.718
2.017,5.213,429.121
1.664,5.77,742.179
2.01,4.67,739.623
2.268,5.053,626.99
1.97,4.709,577.685
2.261,5.003,737.424
1.752,6.193,535.361
2.229,4.678,769.717
2.092,5.984,523.468
2.158,4.73,500.212
2.118,4.688,722.65
1.923,4.78,921.327
2.244,5.122,785.824
1.674,5.48,548.467
1.986,4.796,892.422
2.055,4.957,535.538
2.843,6.127,1148.536
1.664,5.497,543.219
2.255,4.617,768.538
2.2,4.595,534.169
1.962,4.741,881.391
2.23,4.789,658.178
2.035,8.917,532.697
2.255,4.716,558.046
2.084,4.608,519.71
2.246,6.192,718.081
1.723,4.536,780.534
2.223,9.228,513.582
2.254,5.356,719.877
1.642,4.627,776.195
2.159,8.689,501.624
1.985,5.021,512.348
1.73,8.081,783.962
1.996,9.123,521.755
2.004,4.89,759.564
2.243,6.277,680.105
1.975,4.869,526.342
2.966,5.512,753.765
1.992,8.02,567.145
1.96,4.838,519.393
1.396,6.159,552.953
2.189,4.676,579.296
2.1,4.783,734.17
2.139,4.678,738.276
2.127,6.571,585.272
2.236,8.003,565.232
2.08,4.748,499.199
1.725,5.889,859.264
1.952,4.9,544.866
1.983,5.072,487.441
2.138,6.547,718.054
2.032,5.066,553.12
2.184,5.074,624.341
2.055,4.686,754.095
2.105,6.739,920.766
2.238,4.61,560.72
2.197,5.843,555.429
1.962,5.713,1363.956
1.969,4.873,528.416
2.223,5.067,527.638
2.224,6.565,765.776
2.463,8.003,825.961
3.227,5.151,570.168
2.157,7.047,683.318
1.946,4.835,509.722
1.676,4.921,741.215
1.699,5.491,923.457
1.882,4.955,642.613
2.101,4.813,906.83
1.616,4.882,877.349
2.161,6.525,509.621
2.131,8.525,760.343
2.3,5.789,871.899
1.998,4.842,661.317
2.184,6.677,893.803
1.966,4.904,484.879
1.639,5.489,544.132
2.142,6.573,497.698
2.817,5.594,844.564
2.164,6.358,573.476
2.159,4.678,499.692
2.083,6.556,926.41
2.025,4.797,733.127
1.73,4.875,828.831
2.356,5.556,681.05
1.945,4.929,556.086
2.155,5.741,919.293
